Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	UCB57_A Spectral Count	UCB57_B Spectral Count	UCB57_C Spectral Count	UCB57_D Spectral Count	UCB57_E Spectral Count	UCB57_F Spectral Count	UCB57_Neat Spectral Count	UCB57_Raw Spectral Count	UCB78_A Spectral Count	UCB78_B Spectral Count	UCB78_C Spectral Count	UCB78_D Spectral Count	UCB78_E Spectral Count	UCB78_F Spectral Count	UCB78_Neat Spectral Count	UCB78_Raw Spectral Count	UCB79_A Spectral Count	UCB79_B Spectral Count	UCB79_C Spectral Count	UCB79_D Spectral Count	UCB79_E Spectral Count	UCB79_F Spectral Count	UCB79_Neat Spectral Count	UCB79_Raw Spectral Count	UCB57_A Unique Spectral Count	UCB57_B Unique Spectral Count	UCB57_C Unique Spectral Count	UCB57_D Unique Spectral Count	UCB57_E Unique Spectral Count	UCB57_F Unique Spectral Count	UCB57_Neat Unique Spectral Count	UCB57_Raw Unique Spectral Count	UCB78_A Unique Spectral Count	UCB78_B Unique Spectral Count	UCB78_C Unique Spectral Count	UCB78_D Unique Spectral Count	UCB78_E Unique Spectral Count	UCB78_F Unique Spectral Count	UCB78_Neat Unique Spectral Count	UCB78_Raw Unique Spectral Count	UCB79_A Unique Spectral Count	UCB79_B Unique Spectral Count	UCB79_C Unique Spectral Count	UCB79_D Unique Spectral Count	UCB79_E Unique Spectral Count	UCB79_F Unique Spectral Count	UCB79_Neat Unique Spectral Count	UCB79_Raw Unique Spectral Count	UCB57_A Total Spectral Count	UCB57_B Total Spectral Count	UCB57_C Total Spectral Count	UCB57_D Total Spectral Count	UCB57_E Total Spectral Count	UCB57_F Total Spectral Count	UCB57_Neat Total Spectral Count	UCB57_Raw Total Spectral Count	UCB78_A Total Spectral Count	UCB78_B Total Spectral Count	UCB78_C Total Spectral Count	UCB78_D Total Spectral Count	UCB78_E Total Spectral Count	UCB78_F Total Spectral Count	UCB78_Neat Total Spectral Count	UCB78_Raw Total Spectral Count	UCB79_A Total Spectral Count	UCB79_B Total Spectral Count	UCB79_C Total Spectral Count	UCB79_D Total Spectral Count	UCB79_E Total Spectral Count	UCB79_F Total Spectral Count	UCB79_Neat Total Spectral Count	UCB79_Raw Total Spectral Count	UCB57_A Intensity	UCB57_B Intensity	UCB57_C Intensity	UCB57_D Intensity	UCB57_E Intensity	UCB57_F Intensity	UCB57_Neat Intensity	UCB57_Raw Intensity	UCB78_A Intensity	UCB78_B Intensity	UCB78_C Intensity	UCB78_D Intensity	UCB78_E Intensity	UCB78_F Intensity	UCB78_Neat Intensity	UCB78_Raw Intensity	UCB79_A Intensity	UCB79_B Intensity	UCB79_C Intensity	UCB79_D Intensity	UCB79_E Intensity	UCB79_F Intensity	UCB79_Neat Intensity	UCB79_Raw Intensity	UCB57_A MaxLFQ Intensity	UCB57_B MaxLFQ Intensity	UCB57_C MaxLFQ Intensity	UCB57_D MaxLFQ Intensity	UCB57_E MaxLFQ Intensity	UCB57_F MaxLFQ Intensity	UCB57_Neat MaxLFQ Intensity	UCB57_Raw MaxLFQ Intensity	UCB78_A MaxLFQ Intensity	UCB78_B MaxLFQ Intensity	UCB78_C MaxLFQ Intensity	UCB78_D MaxLFQ Intensity	UCB78_E MaxLFQ Intensity	UCB78_F MaxLFQ Intensity	UCB78_Neat MaxLFQ Intensity	UCB78_Raw MaxLFQ Intensity	UCB79_A MaxLFQ Intensity	UCB79_B MaxLFQ Intensity	UCB79_C MaxLFQ Intensity	UCB79_D MaxLFQ Intensity	UCB79_E MaxLFQ Intensity	UCB79_F MaxLFQ Intensity	UCB79_Neat MaxLFQ Intensity	UCB79_Raw MaxLFQ Intensity	Indistinguishable Proteins
sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	1744	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement C4-A	1.0	0.999	94	141	0	3442	7	0	9	0	0	0	21	20	9	0	8	0	0	0	12	14	8	0	6	0	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	159	0	0	0	442	441	193	0	178	0	0	0	434	348	187	0	176	0	0	0	448	338	3.8077072E8	0.0	2.4512048E8	0.0	0.0	0.0	2.69930445E9	1.67866496E9	8.4489178E8	0.0	4.15071584E8	0.0	0.0	0.0	2.31280768E9	1.45385062E9	6.94664E8	0.0	4.126744E8	0.0	0.0	0.0	2.91819853E9	1.91875686E9	2.17157216E8	0.0	1.2301708E8	0.0	0.0	0.0	5.28556E8	6.1516083E8	3.06988064E8	0.0	1.62190416E8	0.0	0.0	0.0	7.3051802E8	7.2722637E8	2.53351168E8	0.0	1.60350976E8	0.0	0.0	0.0	1.18534874E9	6.7217702E8	
sp|P0C0L5|CO4B_HUMAN	P0C0L5	CO4B_HUMAN	C4B_2	1744	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement C4-B	1.0	0.999	95	3532	231	3532	102	0	164	0	0	0	450	443	196	0	183	0	0	0	456	357	193	0	185	0	0	0	454	349	11	0	14	0	0	0	29	22	12	0	13	0	0	0	34	23	14	0	15	0	0	0	20	24	102	0	164	0	0	0	450	443	196	0	183	0	0	0	456	357	193	0	185	0	0	0	454	349	5.9092705E9	0.0	4.18211328E9	0.0	0.0	0.0	7.7632643E10	4.4865532E10	1.5225598E10	0.0	6.6364969E9	0.0	0.0	0.0	9.4706491E10	3.7688029E10	1.51319368E10	0.0	6.6446372E9	0.0	0.0	0.0	8.0043827E10	4.7811432E10	5.376777E8	0.0	3.7211888E8	0.0	0.0	0.0	3.49850829E9	2.53396506E9	1.00838483E9	0.0	4.73527808E8	0.0	0.0	0.0	4.9630254E9	2.27445299E9	9.943929E8	0.0	4.41627264E8	0.0	0.0	0.0	5.0332221E9	2.64202624E9	
sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyubiquitin-B	1.0	0.999	5	33	0	33	3	0	6	0	0	0	0	0	4	0	8	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	4	0	8	0	0	0	0	0	4	0	8	0	0	0	0	0	4.5943064E7	0.0	1.9218428E7	0.0	0.0	0.0	0.0	0.0	1.93146896E8	0.0	2.10685024E8	0.0	0.0	0.0	0.0	0.0	1.40586048E8	0.0	2.06701904E8	0.0	0.0	0.0	0.0	0.0	3.8087308E7	0.0	1.5234561E7	0.0	0.0	0.0	0.0	0.0	1.89960288E8	0.0	1.17249248E8	0.0	0.0	0.0	0.0	0.0	1.07730448E8	0.0	1.38691984E8	0.0	0.0	0.0	0.0	0.0	sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN
sp|P0DMV8-2|HS71A_HUMAN	P0DMV8-2	HS71A_HUMAN	HSPA1A	586	Homo sapiens OX=9606		Isoform 2 of Heat shock 70 kDa protein 1A	1.0	0.999	8	13	0	47	2	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	15	0	0	0	0	0	8	0	9	0	0	0	0	0	1.4369716E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5918909.0	0.0	1.4546694E7	0.0	0.0	0.0	0.0	0.0	1.0732265E7	0.0	1.8506052E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6738757.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8595302.0	0.0	0.0	0.0	0.0	0.0	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN
sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	106	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda constant 2	1.0	0.999	7	678	0	678	51	0	58	0	0	0	63	64	48	0	52	0	0	0	64	57	54	0	51	0	0	0	60	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	58	0	0	0	63	64	48	0	52	0	0	0	64	57	54	0	51	0	0	0	60	56	6.9443813E10	0.0	4.8235995E10	0.0	0.0	0.0	5.2162982E10	4.7350821E10	5.9868918E10	0.0	5.0845467E10	0.0	0.0	0.0	7.9851839E10	1.12571859E11	8.530604E10	0.0	4.8996168E10	0.0	0.0	0.0	9.5769035E10	1.1894263E11	2.58631291E10	0.0	1.66432307E10	0.0	0.0	0.0	1.85170084E10	1.77598362E10	3.33542236E10	0.0	1.92402063E10	0.0	0.0	0.0	2.74691072E10	3.6200083E10	3.20913859E10	0.0	2.12936684E10	0.0	0.0	0.0	2.88327025E10	2.23723008E10	sp|P0DOY3|IGLC3_HUMAN
sp|P0DP01|HV108_HUMAN	P0DP01	HV108_HUMAN	IGHV1-8	117	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-8	1.0	0.999	4	52	52	62	4	0	3	0	0	0	4	2	4	0	9	0	0	0	2	6	4	0	6	0	0	0	2	6	4	0	3	0	0	0	4	2	4	0	9	0	0	0	2	6	4	0	6	0	0	0	2	6	6	0	4	0	0	0	4	3	5	0	10	0	0	0	2	7	6	0	7	0	0	0	2	6	1.94662384E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09499744E8	0.0	3.15705248E8	0.0	0.0	0.0	0.0	2.629653E7	3.00155616E8	0.0	2.91404928E8	0.0	0.0	0.0	1.8903586E7	5.0328048E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91628E8	0.0	2.39332704E8	0.0	0.0	0.0	0.0	0.0	2.80954016E8	0.0	2.1612632E8	0.0	0.0	0.0	0.0	2.7579792E7	
sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calmodulin-1	1.0	0.9989	3	8	0	8	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	3.0451582E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2113894E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9262048E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
sp|P0DTE1|HV383_HUMAN	P0DTE1	HV383_HUMAN	IGHV3-38-3	115	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38-3	1.0	0.999	1	15	15	15	0	0	0	0	0	0	0	3	1	0	1	0	0	0	2	2	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	3	1	0	1	0	0	0	2	2	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	3	1	0	1	0	0	0	2	2	0	0	1	0	0	0	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.706978E7	4.1997312E7	0.0	1.2507393E7	0.0	0.0	0.0	2.33926976E8	1.25193776E8	0.0	0.0	0.0	0.0	0.0	0.0	2.55380016E8	1.06651168E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56863104E8	8.1100232E7	0.0	0.0	0.0	0.0	0.0	0.0	1.71850976E8	6.8047304E7	
sp|P10124|SRGN_HUMAN	P10124	SRGN_HUMAN	SRGN	158	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serglycin	0.85	0.999	1	3	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4665892E7	0.0	0.0	0.0	0.0	0.0	9506209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.4	0.99	0.999	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2.495807E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8929585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin	0.99	0.999	1	10	10	10	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	4	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4583548E7	0.0	1972432.0	0.0	0.0	0.0	0.0	0.0	1.2424956E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10643|CO7_HUMAN	P10643	CO7_HUMAN	C7	843	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement component C7	1.0	0.999	33	543	541	543	0	0	0	0	0	0	81	97	19	0	0	0	0	0	80	79	18	0	1	0	0	0	91	77	0	0	0	0	0	0	81	97	18	0	0	0	0	0	80	79	18	0	1	0	0	0	91	76	0	0	0	0	0	0	81	97	19	0	0	0	0	0	80	79	18	0	1	0	0	0	91	77	0.0	0.0	0.0	0.0	0.0	0.0	3.50403277E9	3.72957338E9	4.00321568E8	0.0	0.0	0.0	0.0	0.0	4.4231818E9	3.26004352E9	2.5359832E8	0.0	689852.44	0.0	0.0	0.0	5.3245676E9	4.344405E9	0.0	0.0	0.0	0.0	0.0	0.0	3.476584E8	3.99624064E8	7.9699896E7	0.0	0.0	0.0	0.0	0.0	4.95873728E8	3.78859776E8	7.0654568E7	0.0	0.0	0.0	0.0	0.0	5.2713584E8	4.02409696E8	
sp|P10909-2|CLUS_HUMAN	P10909-2	CLUS_HUMAN	CLU	501	Homo sapiens OX=9606		Isoform 2 of Clusterin	1.0	0.999	18	554	0	554	17	0	86	0	0	0	49	47	31	0	56	0	0	0	45	49	31	0	50	0	0	0	46	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	86	0	0	0	49	47	31	0	56	0	0	0	45	49	31	0	50	0	0	0	46	47	2.59157914E9	0.0	4.8705034E9	0.0	0.0	0.0	8.3065979E9	8.4219372E9	3.89182336E9	0.0	5.5955727E9	0.0	0.0	0.0	1.13254513E10	5.4094582E9	5.4919619E9	0.0	5.0984904E9	0.0	0.0	0.0	1.50827766E10	8.5835715E9	4.99788448E8	0.0	1.17033024E9	0.0	0.0	0.0	2.18819072E9	1.78545536E9	1.00548301E9	0.0	1.07034918E9	0.0	0.0	0.0	2.37140378E9	1.44455962E9	9.8995462E8	0.0	9.7536288E8	0.0	0.0	0.0	2.64747443E9	1.7706473E9	sp|P10909-4|CLUS_HUMAN, sp|P10909-5|CLUS_HUMAN, sp|P10909-6|CLUS_HUMAN, sp|P10909|CLUS_HUMAN
sp|P10915|HPLN1_HUMAN	P10915	HPLN1_HUMAN	HAPLN1	354	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Hyaluronan and proteoglycan link protein 1	1.0	0.999	16	91	63	91	16	0	16	0	0	0	0	0	6	0	22	0	0	0	0	0	7	0	24	0	0	0	0	0	11	0	11	0	0	0	0	0	4	0	15	0	0	0	0	0	4	0	18	0	0	0	0	0	16	0	16	0	0	0	0	0	6	0	22	0	0	0	0	0	7	0	24	0	0	0	0	0	5.4903053E8	0.0	1.35493264E8	0.0	0.0	0.0	0.0	0.0	2.1840952E8	0.0	3.21374656E8	0.0	0.0	0.0	0.0	0.0	2.14732064E8	0.0	2.91169856E8	0.0	0.0	0.0	0.0	0.0	1.30227832E8	0.0	7.5772424E7	0.0	0.0	0.0	0.0	0.0	9.0702424E7	0.0	1.00647704E8	0.0	0.0	0.0	0.0	0.0	7.6455112E7	0.0	1.5829856E8	0.0	0.0	0.0	0.0	0.0	
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP	1.0	0.9988	7	9	9	9	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.0	5533423.0	1.5041157E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4929115.0	0.0	0.0	0.0	0.0	0.0	0.0	2289849.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P11047|LAMC1_HUMAN	P11047	LAMC1_HUMAN	LAMC1	1609	Homo sapiens OX=9606	1:Experimental evidence at protein level	Laminin subunit gamma-1	1.0	0.999	33	94	93	94	0	0	25	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	31	0	0	0	0	0	0.0	0.0	2.0421248E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39515904E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5739366E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4448888E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9330304E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13513272E8	0.0	0.0	0.0	0.0	0.0	
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein	1.0	0.999	23	207	12	207	28	0	24	0	0	0	2	3	28	0	50	0	0	0	0	0	28	0	43	0	0	0	1	0	2	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	28	0	24	0	0	0	2	3	28	0	50	0	0	0	0	0	28	0	43	0	0	0	1	0	7.6874605E8	0.0	1.04304464E8	0.0	0.0	0.0	5245163.5	2.6952898E7	5.35657536E8	0.0	5.1721408E8	0.0	0.0	0.0	0.0	0.0	5.6902765E8	0.0	6.6852538E8	0.0	0.0	0.0	4274181.0	0.0	9.7813888E7	0.0	4.3788704E7	0.0	0.0	0.0	0.0	0.0	1.16377224E8	0.0	7.8135296E7	0.0	0.0	0.0	0.0	0.0	1.02174712E8	0.0	8.0014088E7	0.0	0.0	0.0	0.0	0.0	
sp|P11166|GTR1_HUMAN	P11166	GTR1_HUMAN	SLC2A1	492	Homo sapiens OX=9606	1:Experimental evidence at protein level	Solute carrier family 2, facilitated glucose transporter member 1	1.0	0.999	4	45	45	45	7	0	11	0	0	0	0	0	4	0	9	0	0	0	0	0	5	0	9	0	0	0	0	0	7	0	11	0	0	0	0	0	4	0	9	0	0	0	0	0	5	0	9	0	0	0	0	0	7	0	11	0	0	0	0	0	4	0	9	0	0	0	0	0	5	0	9	0	0	0	0	0	3.55115712E8	0.0	3.5330036E7	0.0	0.0	0.0	0.0	0.0	2.42200304E8	0.0	2.32262912E8	0.0	0.0	0.0	0.0	0.0	2.18978496E8	0.0	2.46131104E8	0.0	0.0	0.0	0.0	0.0	2.5192024E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87945824E8	0.0	1.73352384E8	0.0	0.0	0.0	0.0	0.0	1.86981232E8	0.0	1.87563504E8	0.0	0.0	0.0	0.0	0.0	
sp|P11226|MBL2_HUMAN	P11226	MBL2_HUMAN	MBL2	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mannose-binding protein C	1.0	0.999	11	139	139	139	0	0	62	0	0	0	7	12	0	0	25	0	0	0	2	5	0	0	21	0	0	0	1	4	0	0	62	0	0	0	7	12	0	0	25	0	0	0	2	5	0	0	21	0	0	0	1	4	0	0	62	0	0	0	7	12	0	0	25	0	0	0	2	5	0	0	21	0	0	0	1	4	0.0	0.0	9.2597862E9	0.0	0.0	0.0	1.2913944E8	1.8659008E8	0.0	0.0	9.7845216E8	0.0	0.0	0.0	0.0	4.9081236E7	0.0	0.0	6.833337E8	0.0	0.0	0.0	7.6642928E7	5.7487012E7	0.0	0.0	2.90740506E9	0.0	0.0	0.0	1.00391048E8	9.7748832E7	0.0	0.0	3.01096736E8	0.0	0.0	0.0	0.0	4.1064476E7	0.0	0.0	3.05641248E8	0.0	0.0	0.0	5.3078416E7	5.4539696E7	
sp|P11597|CETP_HUMAN	P11597	CETP_HUMAN	CETP	493	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cholesteryl ester transfer protein	1.0	0.999	11	84	20	84	5	0	9	0	0	0	6	6	8	0	7	0	0	0	5	8	5	0	7	0	0	0	9	9	1	0	3	0	0	0	1	2	2	0	1	0	0	0	0	1	2	0	2	0	0	0	3	2	5	0	9	0	0	0	6	6	8	0	7	0	0	0	5	8	5	0	7	0	0	0	9	9	1.29908048E8	0.0	7.4094392E7	0.0	0.0	0.0	2.30803616E8	1.67071504E8	7.1394832E7	0.0	7.7567008E7	0.0	0.0	0.0	1.9650224E8	1.97287312E8	6.45614E7	0.0	8.6539008E7	0.0	0.0	0.0	2.5191472E8	2.624952E8	7.4865912E7	0.0	3.8839236E7	0.0	0.0	0.0	1.18386624E8	4.8728316E7	4.7962924E7	0.0	3.6068248E7	0.0	0.0	0.0	8.2920104E7	8.0709496E7	4.5506852E7	0.0	4.0755396E7	0.0	0.0	0.0	7.9427288E7	7.8056344E7	
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(VI) chain	1.0	0.999	18	159	159	159	12	0	26	0	0	0	8	5	10	0	36	0	0	0	9	2	6	0	35	0	0	0	6	4	12	0	26	0	0	0	8	5	10	0	36	0	0	0	9	2	6	0	35	0	0	0	6	4	12	0	26	0	0	0	8	5	10	0	36	0	0	0	9	2	6	0	35	0	0	0	6	4	7.4275648E7	0.0	1.14680208E8	0.0	0.0	0.0	1.25867728E8	6.0450028E7	1.20807E8	0.0	4.09061888E8	0.0	0.0	0.0	6.5649914E8	4471427.0	1.0556792E8	0.0	5.29105408E8	0.0	0.0	0.0	5.0121632E8	1.0263629E7	2.7405768E7	0.0	6.7741672E7	0.0	0.0	0.0	1.02009096E8	1.13467944E8	7.5963928E7	0.0	9.60888E7	0.0	0.0	0.0	2.86905312E8	0.0	2.2934528E7	0.0	1.3431312E8	0.0	0.0	0.0	1.01980336E8	0.0	
sp|P12110|CO6A2_HUMAN	P12110	CO6A2_HUMAN	COL6A2	1019	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-2(VI) chain	1.0	0.999	15	78	16	78	8	0	14	0	0	0	0	0	5	0	23	0	0	0	0	0	4	0	24	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	6	0	0	0	0	0	8	0	14	0	0	0	0	0	5	0	23	0	0	0	0	0	4	0	24	0	0	0	0	0	1.37915696E8	0.0	1.14745504E8	0.0	0.0	0.0	0.0	0.0	7.337484E7	0.0	3.83213312E8	0.0	0.0	0.0	0.0	0.0	4.8006024E7	0.0	3.91648256E8	0.0	0.0	0.0	0.0	0.0	6.7542696E7	0.0	5.1683532E7	0.0	0.0	0.0	0.0	0.0	5.2206484E7	0.0	6.7005904E7	0.0	0.0	0.0	0.0	0.0	5.3965836E7	0.0	4.15898E7	0.0	0.0	0.0	0.0	0.0	
sp|P12111-4|CO6A3_HUMAN	P12111-4	CO6A3_HUMAN	COL6A3	2570	Homo sapiens OX=9606		Isoform 4 of Collagen alpha-3(VI) chain	1.0	0.9986	81	5	5	309	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	75	0	0	0	0	0	26	0	104	0	0	0	0	0	0	0	104	0	0	0	0	0	0.0	0.0	3.6107756E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7437666E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.831741E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P12111|CO6A3_HUMAN	P12111	CO6A3_HUMAN	COL6A3	3177	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-3(VI) chain	1.0	0.999	89	476	3	476	41	0	77	0	0	0	11	17	25	0	114	0	0	0	12	13	26	0	109	0	0	0	13	18	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	41	0	77	0	0	0	11	17	25	0	114	0	0	0	12	13	26	0	109	0	0	0	13	18	6.3008787E8	0.0	5.3329536E8	0.0	0.0	0.0	1.16715232E8	1.21474056E8	4.50486848E8	0.0	1.37239834E9	0.0	0.0	0.0	2.56828544E8	1.8738928E8	4.55674464E8	0.0	1.60377946E9	0.0	0.0	0.0	2.0372712E8	2.7083456E8	8.8812912E7	0.0	7.8583344E7	0.0	0.0	0.0	5.0860392E7	4.3383588E7	6.0488012E7	0.0	7.7504968E7	0.0	0.0	0.0	6.6412436E7	5.4869396E7	5.9579596E7	0.0	8.2021896E7	0.0	0.0	0.0	5.5238628E7	5.9609788E7	
